customer_id,first_name,last_name,gender,date_of_birth,email,phone_number,city,state,country,customer_segment,kyc_verified,onboarding_date
CUST00195,Luis,Rivera,Other,1964-03-30,thomasmendez@example.org,001-242-535-6778x26596,New Natalieshire,Virginia,India,Corporate,True,2024-01-25
CUST00196,Amber,Martinez,Other,1996-01-30,davisdonna@example.net,499-925-5027,Port Elizabeth,Hawaii,India,SME,False,2023-12-04
CUST00197,Devon,Richardson,Female,1970-05-26,princekimberly@example.net,816-448-0727x91033,West Timothyside,Massachusetts,India,Corporate,True,2024-05-05
CUST00198,Jesse,Preston,Female,2008-02-17,xboyd@example.org,+1-663-353-3905x504,New Brooke,Iowa,India,Retail,False,2023-02-10
CUST00199,Heather,Paul,Other,1993-04-14,zperez@example.com,001-477-966-5586x851,Greenville,California,India,SME,True,2020-08-11
CUST00200,Jasmine,Kline,Female,1956-08-27,zbell@example.net,(352)389-2866x46491,Robertbury,Texas,India,Corporate,False,2025-03-01
CUST00201,Caleb,Hughes,Male,1995-09-02,colemanjonathan@example.org,909-261-7981,East Saramouth,Illinois,India,Premium,False,2020-03-18
CUST00202,Rick,Beltran,Male,1980-07-09,campbellnancy@example.com,+1-846-833-7861x37157,Roseton,New Mexico,India,Retail,True,2016-12-12
CUST00203,Amy,Crawford,Male,1964-05-20,jacob09@example.net,5532844446,East Brandonstad,Texas,India,SME,True,2022-02-20
CUST00204,Robert,Jimenez,Male,1988-11-14,meyernicholas@example.org,(800)502-5895x52963,Wolffurt,South Carolina,India,Corporate,True,2023-10-30
CUST00205,Jamie,Glass,Female,1983-07-28,robert12@example.com,+1-860-596-2626x582,New Pamelastad,Massachusetts,India,Corporate,False,2018-12-13
CUST00206,Robert,Stone,Male,1951-10-30,jose86@example.net,728-519-6482,North Rhonda,Montana,India,SME,True,2024-10-13
CUST00207,Rebecca,Owen,Other,1950-01-04,cheryl63@example.com,310-860-9209,Paulville,Connecticut,India,Corporate,True,2021-02-25
CUST00208,Brandy,Acosta,Other,1954-08-04,jwhite@example.net,5278523343,Katrinaborough,Alabama,India,SME,True,2020-03-28
CUST00209,Heather,Miller,Male,1954-08-12,tking@example.net,001-440-641-2091x17911,Irwinport,Arkansas,India,Corporate,True,2018-02-05
CUST00210,Melissa,Morrison,Other,1944-07-30,kim62@example.net,321-917-5361x706,Coleton,New York,India,Premium,True,2023-09-18
CUST00211,Kathy,Short,Male,1964-05-25,adkinssean@example.net,+1-213-366-5722x4029,Sloantown,New York,India,SME,True,2019-07-14
CUST00212,Omar,Gardner,Male,1959-08-28,craigromero@example.com,257-499-8028x41390,New Thomaschester,New York,India,SME,True,2016-12-22
CUST00213,Adam,Morris,Male,1977-03-06,martintamara@example.org,451.630.5231,North Danielborough,Illinois,India,Retail,True,2022-01-15
CUST00214,Michael,Miller,Other,1962-07-20,morrowthomas@example.net,573-615-8477x686,Watsonville,Tennessee,India,Premium,False,2021-05-08
CUST00215,Karen,Guerrero,Other,1988-06-01,qdavis@example.org,(534)961-9942,East Josephport,Hawaii,India,SME,True,2016-10-23
CUST00216,Melissa,Parker,Male,1960-03-20,christopher06@example.com,(776)394-5919x66395,Stephanieview,California,India,Corporate,True,2022-01-06
CUST00217,Stephanie,Morrison,Male,1958-09-20,jennifer90@example.org,220.384.9649x856,New Caitlin,New York,India,Corporate,False,2024-05-23
CUST00218,Robert,Simmons,Male,1998-11-20,mgonzales@example.net,(756)425-3135,South Timothymouth,Minnesota,India,Corporate,True,2023-04-05
CUST00219,Julie,Norris,Male,2007-07-22,james98@example.net,001-851-605-0537x95381,Hansenfurt,Arkansas,India,Retail,False,2018-06-14
CUST00220,Amy,Bell,Female,1986-09-25,christinacraig@example.com,+1-738-731-8491x966,Fredton,Iowa,India,SME,True,2022-07-20
CUST00221,Carrie,Williams,Male,1947-01-07,dianacantrell@example.org,330.977.0461,Thomasberg,Nebraska,India,Corporate,False,2016-08-24
CUST00222,Jeffrey,Berg,Other,2006-01-04,kimberly56@example.com,(295)296-3904,West Reneechester,Colorado,India,Retail,True,2023-06-21
CUST00223,Jeffrey,Gomez,Male,1993-12-20,aprilmclaughlin@example.org,342.860.8805x017,Taylorchester,Wisconsin,India,Retail,False,2022-04-13
CUST00224,Ryan,Bolton,Female,2003-01-07,dunnjessica@example.net,001-644-955-6185x7906,East Sheila,Oregon,India,SME,False,2023-12-14
CUST00225,Anthony,Hill,Other,2008-01-12,michael43@example.net,515.491.0300x2156,North Chelsea,Wisconsin,India,Corporate,True,2020-10-26
CUST00226,Matthew,Whitney,Female,1999-07-02,shawnpowell@example.org,235-680-0401,Joeport,Texas,India,Premium,False,2020-11-25
CUST00227,Erin,Gould,Male,1949-03-03,gregory81@example.net,945-396-4229,Mcguireview,Idaho,India,Corporate,True,2024-02-21
CUST00228,Richard,Jones,Other,1999-06-08,gordonmatthew@example.org,(552)996-7188,Parkerfurt,Arizona,India,Premium,True,2023-12-06
CUST00229,Frederick,Walsh,Male,1957-07-09,nancy94@example.net,+1-374-357-3144x15833,Ambermouth,Georgia,India,Premium,False,2021-09-20
CUST00230,Tanner,Cox,Other,1988-11-30,kchurch@example.com,703.603.7637x1539,Carlachester,Vermont,India,Corporate,True,2020-12-02
CUST00231,David,Owen,Other,1996-11-17,katherineali@example.com,001-572-881-2356x798,Georgebury,Michigan,India,Premium,True,2024-02-08
CUST00232,Cindy,Shelton,Other,1992-04-27,bmosley@example.com,914.362.4912,West Adam,South Carolina,India,Retail,True,2019-07-27
CUST00233,Anthony,Cisneros,Female,1986-07-11,scottpatrick@example.org,001-313-307-2407x8754,East Karlstad,West Virginia,India,Retail,True,2017-11-30
CUST00234,Phillip,Thomas,Male,1973-10-28,laurengutierrez@example.com,(763)326-8685x074,North Gabriel,Pennsylvania,India,Corporate,True,2018-12-16
CUST00235,Anne,Lawson,Female,1979-10-22,haynesjose@example.com,6669343629,North Joycefurt,Rhode Island,India,SME,False,2018-06-05
CUST00236,Anthony,Harrington,Female,1958-10-25,rosskaitlyn@example.com,361.603.1310x09431,Lake Jack,Washington,India,Retail,True,2020-01-16
CUST00237,Dawn,Johnson,Male,1968-09-16,spencergregory@example.com,596.466.1347,Port Carlosfort,California,India,Corporate,True,2018-12-21
CUST00238,Derek,Jones,Male,1971-04-12,jeffery94@example.org,954.694.0128,Port Danielle,Pennsylvania,India,Premium,True,2016-08-28
CUST00239,Steven,Osborne,Male,1983-08-18,victorgonzalez@example.net,001-832-751-2257x207,Simpsonchester,Illinois,India,Retail,True,2019-05-26
CUST00240,Brent,Diaz,Other,2000-05-22,moniqueclark@example.org,2249120957,Amandaside,North Dakota,India,Corporate,False,2016-12-01
CUST00241,Nicholas,Reyes,Female,1946-11-15,marykelly@example.org,471.400.9438,New Michael,New Mexico,India,Corporate,True,2018-05-19
CUST00242,Jason,Bradley,Female,1975-08-09,moraemma@example.net,001-211-745-7758x47457,Jennifermouth,Illinois,India,SME,True,2023-04-27
CUST00243,Mark,Jacobs,Female,1959-06-18,waustin@example.net,758-997-1480x2632,Georgeshire,Indiana,India,Premium,False,2019-12-09
CUST00244,Kathleen,Shelton,Female,2004-03-18,charlesnathan@example.com,3396653136,Georgestad,New Jersey,India,Premium,True,2022-10-05
CUST00245,Nicholas,Rush,Female,1965-08-21,kvillanueva@example.com,+1-587-282-4556x9644,Lake Michele,Arizona,India,Premium,True,2019-03-26
CUST00246,Karen,Watson,Other,2005-02-27,wwhite@example.net,001-685-391-6795,South Darrellhaven,Illinois,India,Corporate,False,2021-02-14
CUST00247,Marie,Hines,Male,1962-10-18,raymond92@example.org,4726728498,Tracyland,Maryland,India,Corporate,True,2025-05-23
CUST00248,Johnny,Berry,Other,1940-09-16,imendoza@example.org,641.240.7034x9107,Jonesmouth,Washington,India,Premium,False,2021-09-11
CUST00249,Christopher,Moreno,Other,1993-03-08,phillip27@example.org,(550)804-2548x82142,New Melissaton,Idaho,India,Corporate,False,2021-01-08
CUST00250,Andrew,Sanders,Other,1990-05-14,astewart@example.org,001-814-830-7536,Kyleland,Maine,India,SME,False,2022-04-16
CUST00251,Amber,Banks,Male,1990-03-31,nicolasgarcia@example.com,444-594-2965,Shaneport,Maryland,India,Corporate,False,2018-07-18
CUST00252,Zoe,Wright,Male,1971-09-19,jacob43@example.com,426-883-4414x978,Thomasstad,Louisiana,India,Corporate,True,2018-10-19
CUST00253,Michael,Wilson,Female,1985-09-14,vmullen@example.com,(912)287-5857x56766,West Kelsey,New Hampshire,India,Retail,True,2016-09-15
CUST00254,Debra,Fitzgerald,Other,1964-11-25,victorclark@example.net,+1-706-412-9439,Samuelhaven,Maine,India,SME,True,2019-07-28
CUST00255,Kimberly,Porter,Female,1944-11-05,michael64@example.com,+1-289-340-6260x787,Danielmouth,Oklahoma,India,Retail,True,2023-12-29
CUST00256,Denise,Hughes,Male,1976-11-18,ashleykrause@example.net,7412591497,West Beverlyshire,Rhode Island,India,Premium,True,2023-05-23
CUST00257,Karen,Hoffman,Male,1955-05-10,lisale@example.org,498-503-8287,Gonzalezport,Alabama,India,Premium,False,2016-12-11
CUST00258,Stefanie,Green,Male,1969-10-04,mchase@example.org,+1-324-540-7931x10291,North Mathew,Wyoming,India,SME,True,2022-06-17
CUST00259,James,Green,Male,1954-12-12,thomassmith@example.com,617.808.7601,Dixontown,Louisiana,India,Corporate,True,2020-06-05
CUST00260,Andrew,Griffin,Other,1958-10-20,otaylor@example.net,423.584.9791x6202,East David,New York,India,Retail,True,2018-01-21
CUST00261,Elijah,Davies,Female,1996-11-13,kristen44@example.net,(988)737-7441,South Christopher,Nevada,India,SME,True,2022-02-03
CUST00262,David,Mitchell,Male,1963-07-05,rosshannah@example.org,+1-846-261-7662x04719,Lake Jameshaven,Alaska,India,Retail,True,2018-12-21
CUST00263,Elizabeth,Hendricks,Female,1979-11-04,lisawoods@example.net,001-940-697-0527,South Sharon,New Hampshire,India,Corporate,False,2022-05-24
CUST00264,Anne,Henry,Male,1979-01-15,colematthew@example.com,3254883586,Hunterburgh,West Virginia,India,Retail,False,2023-10-26
CUST00265,Jeffery,Martinez,Female,1973-07-18,ann45@example.org,+1-925-495-7244x6176,West Laurafort,Ohio,India,SME,False,2016-12-08
CUST00266,Holly,Farrell,Female,1963-12-01,rmartinez@example.net,001-888-342-5995,Gonzalezport,Nebraska,India,Corporate,True,2018-08-21
CUST00267,Katie,Hayes,Male,1986-12-15,barbarasantos@example.net,5025311775,Whiteland,Florida,India,Corporate,True,2017-05-07
CUST00268,Gary,Roach,Male,1943-11-01,tiffanymitchell@example.com,226-361-0941,Huntermouth,Wyoming,India,SME,False,2024-09-27
CUST00269,Catherine,Wallace,Female,1947-04-25,champton@example.org,559.502.5176x298,Rickyborough,Iowa,India,Corporate,True,2021-12-10
CUST00270,Julie,Miller,Other,1993-11-05,daustin@example.net,277-343-3268x319,Jessicafort,Massachusetts,India,Retail,True,2023-05-28
CUST00271,Danny,Fleming,Male,1971-10-17,mirandadavidson@example.com,702.405.6981,North Williamville,California,India,Premium,True,2019-07-12
CUST00272,Lori,Bruce,Male,1948-12-27,kwelch@example.com,+1-987-833-9785x59821,Rogerfort,Alabama,India,SME,True,2019-01-23
CUST00273,Tami,Flores,Other,1998-11-11,millermatthew@example.com,+1-761-291-2841x1730,West Joshua,Vermont,India,Retail,True,2024-02-11
CUST00274,Daniel,Reed,Other,1970-07-20,denise49@example.net,544.665.1241,Crawfordfort,New Mexico,India,Corporate,True,2016-09-11
CUST00275,Anthony,Brown,Male,1940-08-02,cnelson@example.com,(590)781-9740x0564,Newtonburgh,Nebraska,India,Premium,False,2018-04-05
CUST00276,Larry,Daniels,Male,2005-09-08,lgutierrez@example.org,001-302-838-5037x19905,Chapmanland,Massachusetts,India,Retail,True,2019-05-08
CUST00277,Erica,Vance,Male,1954-04-19,jessicastanley@example.net,+1-591-787-2401x078,Jeffreyfurt,California,India,SME,True,2016-11-27
CUST00278,Susan,York,Male,1987-05-14,clarkrandy@example.org,(274)830-0038x96087,New Cassandra,Wyoming,India,Corporate,True,2017-05-28
CUST00279,Randy,Joseph,Female,1949-07-06,zunigathomas@example.org,001-762-866-8217x19553,Pamelachester,Wisconsin,India,SME,True,2023-03-27
CUST00280,Jennifer,Ho,Female,1984-09-27,wisealexandria@example.org,2332190368,Teresamouth,Rhode Island,India,Retail,True,2022-07-10
CUST00281,Charles,Little,Female,1951-05-09,bakereric@example.net,001-530-610-2724x0559,New Brianashire,California,India,Premium,True,2020-10-11
CUST00282,Hannah,Leon,Male,2003-12-20,pparker@example.net,(596)971-1148,Lake Benjaminton,New Mexico,India,Retail,False,2021-05-01
CUST00283,Courtney,Hicks,Female,1959-03-05,scott22@example.net,001-353-274-5843x845,Timothyshire,South Dakota,India,Retail,True,2020-09-05
CUST00284,Curtis,Martinez,Male,1985-01-20,anthonyalvarado@example.com,(569)374-1328x348,New Rebeccamouth,Arizona,India,Corporate,True,2022-01-09
CUST00285,Kendra,Harris,Male,1957-07-26,imcdonald@example.com,(820)637-7107x044,North Janet,Vermont,India,SME,True,2025-02-20
CUST00286,Melissa,Taylor,Female,1965-10-29,staylor@example.net,904-296-7066,Alvaradoport,Oklahoma,India,Retail,False,2017-07-24
CUST00287,Caroline,Tyler,Male,2001-12-31,brittanybryant@example.net,736.226.8040,Georgeport,Wyoming,India,Retail,False,2019-04-26
CUST00288,David,Johnson,Female,1951-10-19,omills@example.net,+1-854-693-0596x601,Hillhaven,Minnesota,India,Premium,True,2021-02-27
CUST00289,Tonya,Spencer,Female,1967-06-29,regina78@example.org,+1-976-599-8426,Christinemouth,Colorado,India,Premium,True,2020-05-14
CUST00290,Kimberly,Wood,Female,1961-04-25,ramosmichael@example.com,(804)241-3845,Samuelside,New Mexico,India,SME,True,2018-12-11
CUST00291,Michael,Lara,Female,1988-02-08,kevinsmith@example.org,+1-445-944-9014x954,Madisonfort,Vermont,India,SME,True,2024-09-20
CUST00292,Ross,Arnold,Female,1956-06-18,justin80@example.net,307.607.0578x360,Cynthiashire,Kansas,India,Corporate,True,2021-03-30
CUST00293,Mitchell,Salazar,Other,1985-02-11,earroyo@example.com,+1-485-417-2444x723,Karenberg,Texas,India,SME,True,2017-12-20
CUST00294,William,Miller,Other,1988-05-23,cannonlauren@example.net,+1-503-210-2879x508,Port Brittanyburgh,Hawaii,India,Premium,True,2016-07-28
CUST00295,Matthew,Parker,Other,1940-08-12,laurakelley@example.org,001-944-305-8093x511,North Scott,Ohio,India,SME,True,2021-03-27
CUST00296,Melissa,Key,Other,1972-12-18,bkhan@example.com,713.735.9561x64205,Simonland,Pennsylvania,India,Retail,True,2023-01-20
CUST00297,Lynn,Higgins,Other,1949-07-25,frankmclaughlin@example.com,(557)749-0250x42901,West Allison,Minnesota,India,SME,True,2024-02-03
CUST00298,Daniel,Fox,Female,1955-12-03,fwalker@example.com,889.353.6902x61139,Lake Charlene,Colorado,India,SME,True,2019-06-02
CUST00299,Susan,Hammond,Male,1986-10-12,zacharymarsh@example.net,509.778.8754x39435,Roachmouth,Louisiana,India,Corporate,True,2022-04-24
CUST00300,Cynthia,Morrow,Male,1941-03-04,justin84@example.com,775.313.7651,West Karenhaven,Minnesota,India,Retail,False,2024-05-27
CUST00301,Maria,Jones,Female,1987-11-04,melissawhite@example.com,(479)637-6392x836,Ruthview,Missouri,India,Corporate,True,2022-10-21
CUST00302,Jasmine,Compton,Male,1996-02-08,walshchristine@example.com,955-211-6682x9732,Lisaview,Illinois,India,Premium,True,2023-10-17
CUST00303,Ryan,Day,Male,2007-09-26,blopez@example.org,(816)248-7120,South Tyler,Kentucky,India,SME,True,2019-01-10
CUST00304,Jessica,Cole,Other,1969-04-05,bookerandrew@example.org,001-521-628-8665x268,New Wanda,Arizona,India,SME,True,2021-09-03
CUST00305,Tammy,Frazier,Other,1949-07-12,joseph70@example.org,755-999-9101,North Ianborough,Rhode Island,India,Premium,False,2017-12-21
CUST00306,Joseph,Cooper,Other,1945-05-11,hernandeztristan@example.com,(776)947-2298x12099,East Allisonmouth,California,India,Corporate,False,2022-05-11
CUST00307,Lindsey,Humphrey,Male,1966-08-04,zcollins@example.com,(857)628-9413x4750,Sweeneyville,Oklahoma,India,Retail,True,2018-07-08
CUST00308,Amanda,Deleon,Other,1990-03-26,steven05@example.org,765-622-0368x49951,New Johnfort,Minnesota,India,Corporate,True,2025-04-11
CUST00309,Timothy,Bowman,Female,1947-07-04,brianrowe@example.org,(614)347-7324,West Sierramouth,North Carolina,India,Corporate,False,2020-05-27
CUST00310,Ryan,White,Male,1961-11-06,qwhite@example.com,242.513.8820,Port Andrewshire,Alabama,India,Retail,True,2023-03-03
CUST00311,Jessica,Burch,Male,2000-06-13,martinezkayla@example.org,4709534967,Port Daniel,Minnesota,India,SME,False,2019-10-14
CUST00312,Joseph,Reynolds,Other,1949-11-12,cwise@example.org,511-376-7412x4151,Raystad,Minnesota,India,Corporate,False,2021-06-23
CUST00313,Melissa,Bartlett,Female,1993-02-19,gonzalezjill@example.org,528-254-7815x06185,Dylanchester,Ohio,India,Premium,True,2022-12-26
CUST00314,Mariah,Brown,Other,1991-10-04,thomasmaldonado@example.com,+1-903-629-6334x7272,Richardsbury,West Virginia,India,Retail,True,2023-05-08
CUST00315,Christopher,Martinez,Other,1949-08-05,eric08@example.net,(531)483-0617,Christophermouth,Colorado,India,SME,False,2018-01-11
CUST00316,Nicole,Hernandez,Male,2008-01-23,kingdanielle@example.org,4646969357,Port Jennifertown,Washington,India,Retail,True,2020-04-26
CUST00317,John,Martin,Male,1950-04-04,paige31@example.org,647.376.9587,Jamesfurt,West Virginia,India,Premium,False,2020-11-11
CUST00318,Steven,Morris,Other,1976-08-13,knguyen@example.com,414.967.5361,Lake Julieville,Connecticut,India,Retail,True,2024-11-21
CUST00319,Cheryl,Fletcher,Male,1941-02-12,fosterjohn@example.org,515-862-7796x30448,Port Breanna,Massachusetts,India,Retail,True,2018-06-05
CUST00320,Nicholas,Reed,Male,1984-09-28,jbarker@example.com,8856456676,East Susanside,New Hampshire,India,Corporate,True,2024-03-07
CUST00321,Anthony,Everett,Male,1970-06-20,wrightvincent@example.net,5474350476,Port Ashley,Kentucky,India,Premium,True,2020-07-12
CUST00322,Melissa,Jacobson,Other,1989-09-01,sarah00@example.com,+1-231-299-5298,Parkermouth,Louisiana,India,Premium,False,2022-11-02
CUST00323,Hunter,Singleton,Male,1983-04-02,jacquelinemoody@example.org,(815)558-1083x5832,Davidchester,Virginia,India,Premium,True,2019-12-30
CUST00324,Jason,King,Other,1950-11-01,jhall@example.net,825-956-3830x0081,New Brianhaven,South Carolina,India,Retail,False,2018-03-05
CUST00325,Lauren,Reid,Male,1968-07-15,linda73@example.org,3248403304,Margaretville,Montana,India,Premium,False,2021-11-07
CUST00326,Matthew,Pierce,Female,1987-03-25,ihoward@example.com,+1-462-341-1186x0089,North Justinton,Texas,India,Premium,True,2022-06-15
CUST00327,Nicole,Martinez,Male,1999-01-07,washingtonsamuel@example.com,001-596-339-4568x0447,West Jason,Mississippi,India,Premium,False,2022-04-27
CUST00328,Jacqueline,Turner,Other,1946-06-09,llopez@example.net,697-564-6136x847,Clarkland,Kansas,India,Corporate,True,2022-09-02
CUST00329,Joshua,Ferguson,Male,1947-05-17,mario74@example.net,(907)765-8173x9063,Sarahhaven,Rhode Island,India,Premium,True,2019-11-19
CUST00330,Alejandro,Shaw,Other,1991-09-16,caseymoore@example.com,591.345.2118x2379,Harrisfurt,Texas,India,Retail,True,2025-05-16
CUST00331,Stacy,Jackson,Other,1980-08-19,amber70@example.net,(669)878-9307,South Christian,Delaware,India,Corporate,True,2021-04-21
CUST00332,Christopher,David,Male,1966-08-28,bgross@example.net,952-705-9960x4387,Williamfurt,Montana,India,Premium,True,2024-07-31
CUST00333,Jennifer,Moore,Other,2006-01-16,kimberly35@example.net,+1-235-477-8811x6162,East Michael,Arkansas,India,Premium,False,2023-06-02
CUST00334,Tracy,Hopkins,Male,1961-12-05,barrettamber@example.com,812.837.1067x28728,Lake Adrianmouth,Tennessee,India,Corporate,True,2020-10-03
CUST00335,Katherine,Le,Female,1950-01-18,alexandriajimenez@example.net,7414644859,Theresachester,New York,India,Premium,True,2021-01-16
CUST00336,Hannah,Jacobs,Other,1959-05-18,chloemorris@example.net,(948)939-5894,West Cynthiaport,New Mexico,India,Retail,True,2019-03-12
CUST00337,Debbie,Kirby,Other,1946-04-09,daniel81@example.org,452.428.7056,Wadeland,Alabama,India,Retail,True,2017-11-10
CUST00338,Travis,Elliott,Other,1978-03-04,gregoryjohnson@example.org,910.443.3187x5109,Michellefurt,Arkansas,India,Premium,True,2019-12-21
CUST00339,Laura,Bryan,Other,1981-05-05,clee@example.net,858-635-0344,New Tony,Maine,India,Retail,False,2019-10-18
CUST00340,Christopher,Johnson,Female,1981-11-09,hbarrett@example.net,(696)448-8319x213,West Michael,Alabama,India,Corporate,True,2019-08-07
CUST00341,Jeffrey,Williams,Female,1993-07-06,brandon39@example.net,991-528-9659x994,North Noahbury,Pennsylvania,India,Premium,True,2019-05-08
CUST00342,Heather,May,Male,1987-06-30,smithsamantha@example.net,(903)231-9222,Huberton,Kansas,India,Corporate,True,2022-02-22
CUST00343,Kevin,Ray,Other,1998-03-14,fhebert@example.com,810-828-7675x48138,Port William,Alabama,India,Retail,True,2021-11-18
CUST00344,Bonnie,Curtis,Other,1985-04-24,wardjulia@example.com,001-867-954-8581x93242,South Todd,Virginia,India,Premium,False,2016-09-30
CUST00345,Thomas,Wang,Female,1961-01-20,laura09@example.com,541.886.5205x7563,Johnsonburgh,Maryland,India,Corporate,True,2020-04-27
CUST00346,Alyssa,Butler,Male,1975-10-01,navarromary@example.org,(320)737-5830x945,Barajasfurt,Massachusetts,India,Retail,True,2017-11-30
CUST00347,Ronald,Fowler,Female,1975-03-11,susandavis@example.net,280-294-0476x044,Smithbury,Maryland,India,Premium,True,2017-09-27
CUST00348,Julie,Jimenez,Female,1991-05-25,amandalopez@example.net,001-479-477-2781x050,Gregoryland,Delaware,India,SME,True,2023-01-23
CUST00349,Mark,Burton,Male,1960-08-21,ashleymeza@example.net,(616)510-7051,Aguirreview,Ohio,India,Retail,True,2018-07-09
CUST00350,Jacqueline,Roberts,Other,1944-04-02,xreese@example.net,+1-390-555-2958x0660,Port Janetchester,Louisiana,India,Retail,True,2020-10-20
CUST00351,Joseph,Frye,Other,2001-08-07,emily61@example.org,001-282-641-2704x93862,North Patriciamouth,Alaska,India,SME,True,2020-08-04
CUST00352,John,Webb,Female,2005-06-17,andreawagner@example.net,385-415-7919x711,Cynthiaborough,Wisconsin,India,SME,False,2021-01-23
CUST00353,David,Ballard,Female,1974-03-12,amandagreene@example.com,001-612-559-0203x5713,Amandaport,Kansas,India,Corporate,True,2021-10-02
CUST00354,James,Cohen,Female,1948-03-17,andrea55@example.com,001-524-606-4242x9563,Claytonton,Rhode Island,India,Retail,True,2025-05-13
CUST00355,David,Evans,Male,1974-07-07,umckenzie@example.net,724.747.4175,Tabithaton,Virginia,India,SME,False,2024-06-29
CUST00356,Amanda,Jones,Male,1980-12-05,annalewis@example.net,001-587-720-9628x93654,Lake Ann,Ohio,India,Premium,True,2018-08-04
CUST00357,Kathleen,Brown,Female,1976-06-19,michael77@example.com,001-388-441-8343x740,East Tracyborough,Georgia,India,Retail,True,2022-08-26
CUST00358,Jacob,Gonzales,Other,2007-01-10,barbertonya@example.net,227.495.5969x0515,West Douglaschester,Idaho,India,Corporate,True,2021-09-12
CUST00359,Javier,Washington,Other,2007-08-26,holmesvictoria@example.com,(975)851-2542x78207,South Dennis,Colorado,India,SME,False,2016-11-11
CUST00360,Todd,Harris,Male,2004-01-18,evansjeffrey@example.com,001-367-834-5957x6403,West Cynthiaview,Ohio,India,Retail,False,2023-11-07
CUST00361,Jenny,Lawson,Male,1949-07-08,ingramsherry@example.com,(449)469-0282x49839,Wilsonshire,Alaska,India,Retail,True,2023-05-28
CUST00362,Tiffany,Edwards,Other,1999-01-29,clintonstevens@example.org,+1-450-614-2576x27023,New Logan,Utah,India,SME,True,2020-05-24
CUST00363,Alicia,Higgins,Male,1979-03-11,josephpreston@example.org,412-733-6132x8507,North Barbara,Indiana,India,SME,True,2023-12-15
CUST00364,Justin,Gross,Other,1965-05-22,jonathanevans@example.net,378-863-7673,South Tylerview,Pennsylvania,India,SME,True,2024-05-24
CUST00365,Craig,Valencia,Female,1986-12-25,ncarroll@example.net,(352)765-4696,New Glennhaven,Missouri,India,Retail,False,2022-12-20
CUST00366,James,Hester,Male,1992-05-28,cummingslaura@example.org,890.339.2355x5809,Sheenahaven,Montana,India,SME,False,2022-03-10
CUST00367,Jeremy,Anderson,Female,2005-06-11,spetersen@example.net,+1-832-473-0346x1562,Hubbardmouth,Wyoming,India,SME,True,2020-07-27
CUST00368,Harry,Wood,Male,1992-12-04,larsonkevin@example.net,346-770-4622x6817,Danielbury,Hawaii,India,Retail,False,2022-07-30
CUST00369,Alexis,Hoffman,Male,1941-09-04,dmiller@example.com,+1-816-202-5298x67076,Amandamouth,Wyoming,India,Retail,True,2021-07-05
CUST00370,Amanda,Flores,Female,1945-02-18,nichole66@example.org,464-819-7857x5851,Port Travis,West Virginia,India,Corporate,True,2023-10-30
CUST00371,Joshua,Owens,Female,1958-05-15,julieatkinson@example.org,+1-961-820-5943,Adamsborough,Washington,India,Premium,True,2025-05-25
CUST00372,Terri,Adams,Male,1943-04-02,hbrown@example.org,7746017750,Lake Tammyside,Arizona,India,Retail,True,2021-10-07
CUST00373,Angela,Wright,Female,1944-08-26,amber25@example.net,(254)308-4245x60754,Port Danielfurt,Kansas,India,Premium,False,2022-11-13
CUST00374,Heidi,Davis,Other,1994-03-19,ericnunez@example.com,(808)663-2181x227,Kimberlyton,North Carolina,India,Corporate,True,2017-03-05
CUST00375,David,Roberts,Other,1974-12-28,kmullins@example.net,(479)338-9701x550,West Stacey,Mississippi,India,Corporate,True,2023-08-29
CUST00376,Miranda,Cruz,Female,1983-04-14,walkerkeith@example.com,(581)654-6602x4161,New Trevorside,Ohio,India,SME,True,2020-04-28
CUST00377,Travis,Gilbert,Other,1974-08-12,davidmiller@example.net,698-283-0597x3642,Ramosstad,Oklahoma,India,Corporate,True,2019-05-13
CUST00378,Monique,Wright,Other,1968-10-16,kelleyjose@example.com,+1-662-944-0630x624,Lake Jim,Montana,India,SME,True,2018-05-12
CUST00379,Audrey,Grimes,Other,1988-04-06,iayala@example.org,+1-951-833-0531x949,Campbellfort,Utah,India,SME,False,2021-04-06
CUST00380,Taylor,Moore,Male,1946-02-23,fhansen@example.com,+1-495-986-7805x5557,Smithview,Louisiana,India,Retail,True,2025-06-09
CUST00381,Scott,Murphy,Other,1977-01-10,annshea@example.net,001-773-382-6460x9178,East Jennifertown,South Dakota,India,Retail,True,2024-06-11
CUST00382,Jack,Lane,Other,1982-06-07,johnadams@example.com,485.444.5770,West Jameschester,Vermont,India,Premium,True,2021-06-10
CUST00383,Brett,Edwards,Female,1959-05-30,gail91@example.org,+1-459-866-0487x368,East Amyfurt,West Virginia,India,SME,True,2022-02-27
CUST00384,Shelley,Hines,Other,1961-08-13,whenderson@example.org,+1-811-763-3194x226,West Joseph,Alaska,India,SME,True,2016-11-23
CUST00385,Tim,Jimenez,Male,1975-04-24,melvin04@example.org,001-836-994-5515x88863,North Sandra,Texas,India,Premium,False,2020-08-11
CUST00386,Lynn,Robertson,Male,1954-05-11,christina79@example.org,001-874-872-2640x85721,Lake Melaniebury,New Hampshire,India,SME,True,2018-06-06
CUST00387,Richard,Jimenez,Female,1995-06-28,owilliams@example.org,(263)709-3299x81996,New Austinstad,Ohio,India,Corporate,False,2021-03-02
CUST00388,Charles,Parker,Male,1977-01-06,eric11@example.net,+1-532-497-1509x688,Murraytown,Ohio,India,SME,True,2019-09-18
