account_id,account_number,customer_id,branch_id,product_id,account_type,account_status,opening_date,currency
ACC000281,QAPA05102874512022,CUST00947,BR0022,PRD002,Savings,Active,3/28/2019,INR
ACC000282,XWUY01754541648792,CUST00588,BR0011,PRD004,Loan,Active,4/20/2024,INR
ACC000283,VWCB46627501526974,CUST00444,BR0018,PRD010,Loan,Active,8/9/2022,INR
ACC000284,IFBH60785483309587,CUST00842,BR0002,PRD001,Credit Card,Active,11/21/2022,INR
ACC000285,EHWR36806014579232,CUST00742,BR0001,PRD007,Loan,Active,11/6/2018,INR
ACC000286,MPCI85819701501967,CUST00405,BR0024,PRD001,Current,Active,10/29/2021,INR
ACC000287,TPVE09251920182852,CUST00509,BR0009,PRD005,Credit Card,Closed,8/22/2024,INR
ACC000288,HHWE97049379582915,CUST00031,BR0007,PRD009,Loan,Active,1/23/2022,INR
ACC000289,RULK11639714920757,CUST00392,BR0020,PRD001,Savings,Active,12/13/2024,INR
ACC000290,JWDZ42487396262591,CUST00700,BR0025,PRD006,Credit Card,Active,8/31/2023,INR
ACC000291,QRHW12497736772443,CUST00437,BR0015,PRD009,Savings,Active,8/27/2020,INR
ACC000292,UJGU54978729657156,CUST00177,BR0008,PRD010,Current,Dormant,8/20/2020,INR
ACC000293,YWJH80299034804247,CUST00363,BR0021,PRD003,Savings,Active,5/5/2020,INR
ACC000294,SNBU00940916573762,CUST00220,BR0023,PRD006,Loan,Active,12/16/2025,INR
ACC000295,JFMM22549203693091,CUST00931,BR0023,PRD009,Savings,Active,3/3/2021,INR
ACC000296,WIUB15273117226414,CUST00192,BR0021,PRD004,Credit Card,Closed,9/15/2018,INR
ACC000297,PKNS00184293359847,CUST00282,BR0012,PRD003,Current,Active,4/27/2021,INR
ACC000298,ZJFF98359667715390,CUST00287,BR0025,PRD001,Credit Card,Active,8/23/2020,INR
ACC000299,ZFFN24736500329909,CUST00457,BR0019,PRD007,Loan,Active,8/1/2019,INR
ACC000300,BWUB64761442787355,CUST00905,BR0018,PRD008,Savings,Active,3/1/2022,INR
ACC000301,IVBW42316979206754,CUST00153,BR0024,PRD010,Loan,Active,12/13/2018,INR
ACC000302,SHTG43969045392528,CUST00036,BR0020,PRD010,Savings,Active,10/11/2019,INR
ACC000303,PRWH57338133073453,CUST00629,BR0007,PRD009,Current,Active,4/2/2021,INR
ACC000304,UVGB23641224740985,CUST00635,BR0025,PRD002,Current,Active,5/12/2020,INR
ACC000305,GWOF03350516023251,CUST00632,BR0024,PRD004,Loan,Dormant,8/12/2021,INR
ACC000306,APWC55587094042245,CUST00252,BR0007,PRD007,Current,Active,5/15/2019,INR
ACC000307,MJCC99255125380781,CUST00663,BR0010,PRD005,Savings,Active,3/11/2021,INR
ACC000308,SCHX50534941971575,CUST00303,BR0015,PRD007,Savings,Active,6/21/2019,INR
ACC000309,LPDM63282463061621,CUST00511,BR0006,PRD003,Credit Card,Active,9/20/2025,INR
ACC000310,VVRV56352007615042,CUST00422,BR0022,PRD003,Savings,Active,12/23/2021,INR
ACC000311,BKTR68569771433608,CUST00904,BR0003,PRD006,Credit Card,Dormant,5/21/2025,INR
ACC000312,BXYS01014610392788,CUST00564,BR0006,PRD002,Current,Dormant,4/8/2022,INR
ACC000313,QRDR93046163881687,CUST00491,BR0006,PRD008,Credit Card,Active,4/21/2019,INR
ACC000314,WRXL18569050965688,CUST00063,BR0024,PRD010,Loan,Dormant,3/8/2020,INR
ACC000315,YFMP28007272081472,CUST00090,BR0017,PRD001,Savings,Active,6/20/2021,INR
ACC000316,UGOG56407830830697,CUST00287,BR0004,PRD009,Loan,Active,1/25/2020,INR
ACC000317,QYTS95145498367146,CUST00393,BR0013,PRD007,Credit Card,Active,6/5/2019,INR
ACC000318,PISB66886751857116,CUST00141,BR0002,PRD005,Current,Active,8/25/2021,INR
ACC000319,JLNB59563431807392,CUST00430,BR0014,PRD002,Credit Card,Active,8/30/2023,INR
ACC000320,AXBE58565337773031,CUST00205,BR0009,PRD007,Loan,Active,11/17/2021,INR
ACC000321,MPWR71926154872012,CUST00659,BR0018,PRD009,Credit Card,Dormant,2/12/2021,INR
ACC000322,IVBE54550054908099,CUST00906,BR0009,PRD007,Loan,Dormant,7/17/2023,INR
ACC000323,RGSP67388724616303,CUST00817,BR0005,PRD003,Savings,Active,2/2/2026,INR
ACC000324,ZZYJ38300091435294,CUST00539,BR0006,PRD003,Loan,Active,6/14/2025,INR
ACC000325,THAP41799654662897,CUST00256,BR0019,PRD008,Loan,Dormant,1/7/2020,INR
ACC000326,WGLD89622527560022,CUST00646,BR0009,PRD009,Loan,Active,1/20/2021,INR
ACC000327,HBEH40567712515890,CUST00822,BR0001,PRD004,Loan,Active,3/30/2020,INR
ACC000328,IDQU28051666081239,CUST00557,BR0011,PRD008,Credit Card,Active,4/6/2025,INR
ACC000329,EPQR44790986361527,CUST00814,BR0015,PRD007,Savings,Active,10/29/2018,INR
ACC000330,MTKR44420224824886,CUST00020,BR0023,PRD010,Current,Active,2/15/2020,INR
ACC000331,GXCH73714503118026,CUST00392,BR0005,PRD004,Credit Card,Active,8/21/2025,INR
ACC000332,VMUS14193960610471,CUST00801,BR0002,PRD009,Credit Card,Active,1/8/2020,INR
ACC000333,QSXD19925692476883,CUST00731,BR0005,PRD010,Credit Card,Dormant,8/5/2018,INR
ACC000334,JCBH41413181181405,CUST00368,BR0011,PRD009,Loan,Active,9/9/2019,INR
ACC000335,CWWH25179044708560,CUST00492,BR0020,PRD004,Current,Closed,5/7/2024,INR
ACC000336,SXIZ06714878310314,CUST00558,BR0002,PRD004,Credit Card,Active,11/10/2022,INR
ACC000337,ZZLY64572275794074,CUST00801,BR0025,PRD002,Credit Card,Active,5/13/2026,INR
ACC000338,AHGO44999870933913,CUST00497,BR0021,PRD005,Current,Active,1/29/2021,INR
ACC000339,MXTJ12641060326753,CUST00353,BR0020,PRD007,Savings,Active,4/10/2024,INR
ACC000340,CWUR05763101089654,CUST00935,BR0022,PRD006,Current,Active,12/10/2019,INR
ACC000341,NZDF53606400474867,CUST00580,BR0010,PRD010,Current,Dormant,11/15/2025,INR
ACC000342,TJRM98948481703610,CUST00515,BR0016,PRD002,Loan,Active,11/19/2022,INR
ACC000343,BOZO01773759493307,CUST00330,BR0019,PRD002,Credit Card,Active,12/31/2021,INR
ACC000344,QDDC71960049021444,CUST00398,BR0018,PRD007,Loan,Active,10/20/2024,INR
ACC000345,CZLK96743338496552,CUST00277,BR0012,PRD007,Savings,Active,5/24/2024,INR
ACC000346,HSDP03353004999266,CUST00185,BR0003,PRD006,Credit Card,Active,12/6/2021,INR
ACC000347,LGXM19773173946248,CUST00027,BR0023,PRD006,Savings,Dormant,3/27/2023,INR
ACC000348,PWXE38586539276871,CUST00327,BR0011,PRD004,Savings,Active,1/20/2021,INR
ACC000349,IWCH49317967060558,CUST00612,BR0017,PRD006,Credit Card,Active,1/8/2026,INR
ACC000350,UDPH57921162506989,CUST00225,BR0008,PRD006,Loan,Dormant,12/21/2024,INR
ACC000351,GLYI64639897014557,CUST00031,BR0006,PRD010,Credit Card,Active,10/7/2021,INR
ACC000352,AHTW34271866925529,CUST00918,BR0017,PRD001,Current,Active,4/29/2019,INR
ACC000353,UBKA92600011015616,CUST00831,BR0003,PRD005,Credit Card,Active,8/29/2018,INR
ACC000354,CSOG84498121300882,CUST00798,BR0017,PRD003,Current,Active,11/27/2025,INR
ACC000355,UYGQ46990867233104,CUST00288,BR0006,PRD006,Current,Active,5/11/2024,INR
ACC000356,VIQD77365561922188,CUST00060,BR0014,PRD010,Current,Active,5/24/2023,INR
ACC000357,EEAN31864176130236,CUST00829,BR0018,PRD008,Credit Card,Active,6/2/2020,INR
ACC000358,IYDW69368359916764,CUST00484,BR0018,PRD010,Loan,Active,2/17/2019,INR
ACC000359,AHEH91932528267126,CUST00543,BR0013,PRD003,Credit Card,Active,6/9/2025,INR
ACC000360,THOS49995225296444,CUST00367,BR0003,PRD008,Savings,Active,4/28/2026,INR
ACC000361,VQIY36868111433064,CUST00786,BR0012,PRD001,Loan,Active,1/4/2026,INR
ACC000362,ATWQ05877155590627,CUST00599,BR0008,PRD004,Loan,Active,2/14/2024,INR
ACC000363,QPTB25912046372162,CUST00239,BR0007,PRD004,Credit Card,Dormant,9/1/2020,INR
ACC000364,XMMX03235841802955,CUST00998,BR0022,PRD006,Credit Card,Active,1/3/2019,INR
ACC000365,VTSS77379395795519,CUST00164,BR0011,PRD003,Current,Active,12/17/2024,INR
ACC000366,UEIX74111736703862,CUST00103,BR0011,PRD002,Savings,Active,5/18/2023,INR
ACC000367,LMUO61125842330080,CUST00254,BR0012,PRD002,Savings,Active,7/16/2022,INR
ACC000368,LMHB82924828732107,CUST00673,BR0010,PRD001,Current,Active,11/5/2019,INR
ACC000369,VWQQ31273654852207,CUST00247,BR0007,PRD004,Loan,Active,3/25/2024,INR
ACC000370,EACT70842874162796,CUST00273,BR0025,PRD010,Loan,Active,6/25/2023,INR
ACC000371,YGUM51295551005108,CUST00547,BR0020,PRD003,Credit Card,Dormant,12/28/2025,INR
ACC000372,DTJW84226230036072,CUST00836,BR0017,PRD005,Savings,Active,6/1/2019,INR
ACC000373,EHKB28303424375391,CUST00811,BR0016,PRD001,Loan,Active,10/20/2024,INR
ACC000374,NYSE80916631669687,CUST00940,BR0018,PRD006,Credit Card,Dormant,8/13/2019,INR
ACC000375,XVJA33045441061664,CUST00755,BR0025,PRD002,Current,Active,2/2/2024,INR
ACC000376,SOAA84458015176429,CUST00058,BR0021,PRD005,Credit Card,Active,10/23/2024,INR
ACC000377,NWFQ09241150509699,CUST00783,BR0001,PRD008,Current,Active,1/2/2020,INR
ACC000378,WNDX31525523228058,CUST00971,BR0004,PRD008,Savings,Active,8/30/2022,INR
ACC000379,RGOU74354047625395,CUST00225,BR0022,PRD001,Savings,Active,4/30/2025,INR
ACC000380,BYDC15255862778882,CUST00590,BR0012,PRD006,Loan,Active,12/17/2020,INR
ACC000381,MBHC74890304588097,CUST00867,BR0015,PRD004,Credit Card,Active,2/24/2019,INR
ACC000382,DRNC42293554592055,CUST00817,BR0008,PRD009,Savings,Active,2/28/2024,INR
ACC000383,SNOK77991137983045,CUST00398,BR0021,PRD004,Loan,Active,5/17/2025,INR
ACC000384,ONEO45116089589701,CUST00364,BR0020,PRD004,Credit Card,Active,7/28/2020,INR
ACC000385,LVFF13368960083476,CUST00958,BR0020,PRD009,Credit Card,Active,9/23/2019,INR
ACC000386,VXCE89899307461139,CUST00860,BR0008,PRD009,Loan,Active,5/11/2021,INR
ACC000387,TYUP99271560338788,CUST00866,BR0002,PRD005,Credit Card,Active,7/29/2023,INR
ACC000388,VLEQ58986818439763,CUST00178,BR0022,PRD009,Savings,Active,11/24/2020,INR
ACC000389,BWSA07379499944574,CUST00181,BR0011,PRD008,Loan,Active,2/27/2021,INR
ACC000390,ZJID07692626543475,CUST00243,BR0013,PRD010,Savings,Dormant,11/21/2018,INR
ACC000391,SDWM04359839859079,CUST00607,BR0004,PRD003,Loan,Active,9/30/2021,INR
ACC000392,WZSN58578375681678,CUST00326,BR0013,PRD001,Current,Active,8/8/2020,INR
ACC000393,JGJV07307177613500,CUST00826,BR0009,PRD007,Savings,Active,12/1/2019,INR
ACC000394,PQRG69223385403369,CUST00756,BR0018,PRD010,Current,Active,6/18/2020,INR
ACC000395,STKE85023126532735,CUST00715,BR0024,PRD009,Loan,Active,12/15/2025,INR
ACC000396,WVWK14972490322347,CUST00368,BR0010,PRD001,Credit Card,Active,12/21/2021,INR
ACC000397,PCJN95093555570200,CUST00936,BR0001,PRD005,Current,Active,4/2/2023,INR
ACC000398,NDPI13644594761218,CUST00606,BR0017,PRD003,Loan,Closed,8/28/2021,INR
ACC000399,SHVT12706507612228,CUST00029,BR0025,PRD001,Current,Active,1/1/2022,INR
ACC000400,UHUW05644685304555,CUST00721,BR0012,PRD005,Savings,Active,9/29/2020,INR
ACC000401,ZKSK02635607778943,CUST00718,BR0017,PRD004,Loan,Active,1/13/2019,INR
ACC000402,HUEP63990460082369,CUST00361,BR0017,PRD010,Loan,Active,3/13/2019,INR
ACC000403,MXVE69022209755061,CUST00971,BR0015,PRD005,Credit Card,Active,3/9/2021,INR
ACC000404,OYTB67015120039344,CUST00582,BR0016,PRD001,Loan,Active,1/28/2026,INR
ACC000405,TBON97216218333919,CUST00578,BR0002,PRD008,Savings,Dormant,11/23/2019,INR
ACC000406,FSMZ92105307122600,CUST00146,BR0010,PRD001,Loan,Active,8/11/2023,INR
ACC000407,REEQ37742705498578,CUST00577,BR0021,PRD002,Loan,Active,8/13/2019,INR
ACC000408,ROZF82063228012698,CUST00972,BR0007,PRD007,Savings,Active,6/28/2025,INR
ACC000409,BJIN65895247609606,CUST00193,BR0011,PRD005,Current,Active,9/19/2019,INR
ACC000410,IOEW45257378747788,CUST00857,BR0017,PRD006,Current,Active,9/7/2020,INR
ACC000411,IAOA94657770612988,CUST00830,BR0003,PRD002,Savings,Active,9/10/2018,INR
ACC000412,TOER42680928261641,CUST00903,BR0004,PRD001,Current,Dormant,11/29/2021,INR
ACC000413,OAAK37186056688031,CUST00994,BR0006,PRD005,Loan,Active,4/7/2022,INR
ACC000414,WUMM47951279831242,CUST00505,BR0025,PRD007,Loan,Active,6/6/2023,INR
ACC000415,RVLH54160199198480,CUST00556,BR0018,PRD004,Loan,Active,5/22/2020,INR
ACC000416,QOAW17086715207710,CUST00317,BR0018,PRD007,Loan,Active,8/4/2021,INR
ACC000417,PJBJ33689579672461,CUST00180,BR0001,PRD009,Loan,Active,3/4/2022,INR
ACC000418,VBKC10900701785020,CUST00503,BR0021,PRD002,Savings,Active,1/25/2019,INR
ACC000419,LBEL49723920102975,CUST00039,BR0003,PRD006,Loan,Active,6/11/2022,INR
ACC000420,TZTP47539659744252,CUST00093,BR0007,PRD008,Current,Active,8/1/2022,INR
ACC000421,MVVV94204164153740,CUST00058,BR0022,PRD010,Savings,Active,8/4/2025,INR
ACC000422,ZZVL13379376699768,CUST00239,BR0021,PRD009,Current,Active,7/12/2020,INR
ACC000423,DXVM08557174905849,CUST00617,BR0025,PRD002,Loan,Active,12/19/2018,INR
ACC000424,XMQQ14499080358624,CUST00225,BR0007,PRD003,Loan,Active,5/14/2023,INR
ACC000425,XBVL74450999863245,CUST00021,BR0022,PRD004,Credit Card,Active,4/21/2020,INR
ACC000426,YHKE79111108518466,CUST00540,BR0014,PRD009,Credit Card,Active,5/18/2021,INR
ACC000427,QTRV59321359618307,CUST00490,BR0004,PRD008,Loan,Active,3/16/2024,INR
ACC000428,XWGU48002264259720,CUST00001,BR0007,PRD009,Current,Active,5/10/2025,INR
ACC000429,KKJR29878192147498,CUST00340,BR0018,PRD001,Savings,Active,4/10/2020,INR
ACC000430,IOJM04293717847214,CUST00940,BR0023,PRD001,Current,Active,6/1/2024,INR
ACC000431,NCOF75804529267698,CUST00629,BR0024,PRD004,Current,Dormant,4/23/2019,INR
ACC000432,QUTO98877544584741,CUST00207,BR0025,PRD009,Current,Active,5/9/2021,INR
ACC000433,HIAD92936059627519,CUST00826,BR0014,PRD005,Current,Active,2/7/2023,INR
ACC000434,GIMH89012484479365,CUST00134,BR0021,PRD006,Savings,Active,12/22/2018,INR
ACC000435,NDCL68622307065948,CUST00349,BR0003,PRD008,Credit Card,Active,12/20/2019,INR
ACC000436,AKHD60227433037271,CUST00735,BR0024,PRD007,Credit Card,Active,7/5/2020,INR
ACC000437,RNUU24475631121380,CUST00182,BR0022,PRD003,Savings,Active,12/17/2021,INR
ACC000438,PRFR78066154598586,CUST00941,BR0005,PRD001,Savings,Active,3/16/2019,INR
ACC000439,MHLN54180288252128,CUST00822,BR0001,PRD006,Current,Active,2/29/2024,INR
ACC000440,WRMN90594699842882,CUST00865,BR0015,PRD006,Savings,Active,8/18/2023,INR
ACC000441,WRJO05203132988712,CUST00890,BR0023,PRD006,Credit Card,Active,9/1/2018,INR
ACC000442,GXFA36686427786268,CUST00332,BR0011,PRD005,Loan,Active,1/27/2022,INR
ACC000443,WVYK27287603208778,CUST00061,BR0002,PRD004,Loan,Active,4/3/2026,INR
ACC000444,HIOC06283345573562,CUST00023,BR0003,PRD009,Loan,Active,9/26/2019,INR
ACC000445,GUEZ77004535859730,CUST00152,BR0003,PRD005,Current,Active,12/18/2024,INR
ACC000446,EYOH22857042402555,CUST00601,BR0002,PRD001,Credit Card,Dormant,2/11/2021,INR
ACC000447,JNQT39770411678815,CUST00722,BR0006,PRD005,Loan,Active,6/20/2019,INR
ACC000448,ZSNU46738656904484,CUST00940,BR0009,PRD007,Current,Active,8/26/2019,INR
ACC000449,XVNP33229124895587,CUST00146,BR0018,PRD001,Loan,Active,8/22/2023,INR
ACC000450,WOAA62394599426407,CUST00793,BR0003,PRD009,Savings,Dormant,6/16/2025,INR
ACC000451,NAUR95301203398013,CUST00114,BR0019,PRD005,Savings,Active,12/31/2018,INR
ACC000452,XQPC62833568905810,CUST00867,BR0008,PRD004,Current,Active,12/9/2023,INR
ACC000453,RVAD53374356702772,CUST00539,BR0009,PRD003,Current,Active,10/16/2025,INR
ACC000454,QYOC56596957945759,CUST00882,BR0014,PRD006,Current,Active,11/7/2021,INR
ACC000455,KTSL50553629171485,CUST00374,BR0013,PRD007,Current,Active,3/8/2023,INR
ACC000456,JCRH95252520788216,CUST00984,BR0015,PRD003,Loan,Active,9/6/2024,INR
ACC000457,UKDC92145744520302,CUST00075,BR0021,PRD002,Current,Closed,4/12/2026,INR
ACC000458,PUMY94730882403532,CUST00383,BR0013,PRD007,Current,Dormant,4/10/2025,INR
ACC000459,XCZF44029363409412,CUST00722,BR0014,PRD009,Current,Dormant,9/12/2018,INR
ACC000460,ZWCR05257959900479,CUST00965,BR0011,PRD010,Savings,Active,9/7/2020,INR
ACC000461,ICEZ32546018911343,CUST00679,BR0001,PRD004,Credit Card,Active,11/14/2023,INR
ACC000462,IZQW57133996276861,CUST00406,BR0013,PRD007,Savings,Active,6/27/2023,INR
ACC000463,FPHJ21120291381301,CUST00601,BR0022,PRD004,Savings,Closed,5/31/2024,INR
ACC000464,JSJR02989088819664,CUST00104,BR0004,PRD010,Savings,Closed,12/20/2019,INR
ACC000465,ZLFG19199082133568,CUST00345,BR0018,PRD003,Credit Card,Dormant,9/23/2023,INR
ACC000466,XWGD72366704171038,CUST00310,BR0001,PRD007,Credit Card,Active,1/11/2026,INR
ACC000467,SCTD87405013320344,CUST00331,BR0021,PRD005,Savings,Active,4/27/2022,INR
ACC000468,SLNA71487650775257,CUST00140,BR0024,PRD010,Current,Active,8/25/2025,INR
ACC000469,EHCM31603781105703,CUST01000,BR0020,PRD006,Savings,Active,4/2/2020,INR
ACC000470,YSTM30667005994696,CUST00162,BR0003,PRD008,Savings,Active,10/20/2021,INR
ACC000471,MVTH23370071580097,CUST00750,BR0025,PRD009,Savings,Active,9/2/2024,INR
ACC000472,CIUB86332343065874,CUST00972,BR0024,PRD003,Credit Card,Active,11/4/2021,INR
ACC000473,JWRW88392375909722,CUST00448,BR0019,PRD004,Savings,Dormant,7/27/2025,INR
ACC000474,QKRW25854551391960,CUST00811,BR0002,PRD003,Loan,Active,3/5/2020,INR
ACC000475,GJQF36788387369323,CUST00655,BR0023,PRD010,Savings,Active,12/31/2024,INR
ACC000476,RABI36475846648674,CUST00984,BR0003,PRD009,Savings,Dormant,4/3/2023,INR
ACC000477,DMHP12063175529776,CUST00499,BR0012,PRD004,Loan,Active,3/21/2026,INR
ACC000478,BDIL84081144157281,CUST00665,BR0017,PRD003,Savings,Dormant,11/21/2018,INR
ACC000479,WJWG61168611460361,CUST00325,BR0004,PRD005,Savings,Active,8/20/2021,INR
ACC000480,CQTF60555465426836,CUST00179,BR0010,PRD009,Savings,Active,9/28/2021,INR
ACC000481,QYIY37714034454595,CUST00725,BR0022,PRD003,Current,Dormant,6/8/2026,INR
ACC000482,VNZN00301196227238,CUST00992,BR0010,PRD007,Current,Active,12/5/2021,INR
ACC000483,MZSP42173683850957,CUST00576,BR0020,PRD003,Current,Active,10/22/2024,INR
ACC000484,AZSG40991650811364,CUST00711,BR0003,PRD010,Loan,Dormant,3/27/2021,INR
ACC000485,YYAH48484377006279,CUST00911,BR0010,PRD003,Savings,Active,9/12/2018,INR
ACC000486,KWVS51429544966954,CUST00952,BR0025,PRD006,Savings,Active,8/26/2023,INR
ACC000487,ECXY75627528001617,CUST00629,BR0015,PRD002,Current,Active,9/4/2023,INR
ACC000488,GIJO94592351638326,CUST00806,BR0013,PRD009,Loan,Active,3/25/2021,INR
ACC000489,IXQT71001707812945,CUST00366,BR0013,PRD009,Loan,Active,10/31/2025,INR
ACC000490,OMCX30494841423552,CUST00229,BR0022,PRD002,Loan,Active,11/30/2023,INR
ACC000491,ZRGU37287567981302,CUST00682,BR0001,PRD003,Current,Active,12/18/2018,INR
ACC000492,NKMI77115882187089,CUST00604,BR0016,PRD006,Current,Active,4/7/2020,INR
ACC000493,ICXA79116114644611,CUST00835,BR0006,PRD003,Savings,Active,10/31/2021,INR
ACC000494,SQHB97542473885237,CUST00180,BR0018,PRD001,Savings,Active,6/18/2023,INR
ACC000495,XVPJ87700788125325,CUST00388,BR0008,PRD006,Savings,Active,5/24/2021,INR
ACC000496,DFCY80822679909666,CUST00315,BR0005,PRD007,Current,Active,1/7/2024,INR
ACC000497,XAER65383957164682,CUST00752,BR0024,PRD007,Current,Active,3/20/2023,INR
ACC000498,DYWA03709070378088,CUST00706,BR0013,PRD005,Loan,Active,7/15/2022,INR
ACC000499,YXNW69320709834849,CUST00302,BR0018,PRD008,Current,Active,10/28/2018,INR
ACC000500,EVWW67487629650744,CUST00131,BR0010,PRD005,Savings,Closed,4/29/2026,INR
ACC000501,ZKMK72676541982817,CUST00182,BR0021,PRD003,Savings,Closed,3/2/2026,INR
ACC000502,SIPP95003452202626,CUST00747,BR0005,PRD004,Current,Active,8/5/2025,INR
ACC000503,THBG26452573309074,CUST00002,BR0010,PRD002,Credit Card,Active,11/20/2025,INR
ACC000504,YYBX63516852247675,CUST00972,BR0022,PRD003,Loan,Dormant,1/2/2021,INR
ACC000505,DEKW83799005366933,CUST00719,BR0024,PRD003,Current,Active,2/27/2019,INR
ACC000506,EPNH34228562837237,CUST00972,BR0021,PRD001,Credit Card,Active,1/31/2023,INR
ACC000507,VFFK93103370089423,CUST00587,BR0012,PRD010,Savings,Active,10/26/2020,INR
ACC000508,IBGX70433331883845,CUST00401,BR0001,PRD010,Current,Dormant,1/28/2019,INR
ACC000509,MUYC25780473719851,CUST00872,BR0018,PRD005,Loan,Active,7/18/2019,INR
ACC000510,PNSV68064554421578,CUST00790,BR0018,PRD010,Credit Card,Active,3/18/2020,INR
ACC000511,ZHOT26405327396885,CUST00989,BR0005,PRD010,Credit Card,Active,1/23/2019,INR
ACC000512,TGIX28839039799783,CUST00582,BR0004,PRD010,Current,Active,12/3/2018,INR
ACC000513,VGCW50321985965510,CUST00034,BR0002,PRD004,Current,Closed,8/23/2018,INR
ACC000514,EKAM66860673476714,CUST00187,BR0001,PRD010,Credit Card,Active,12/19/2019,INR
ACC000515,SSVR63289591038524,CUST00617,BR0019,PRD004,Savings,Active,7/28/2023,INR
ACC000516,EPMF21559637439639,CUST00326,BR0020,PRD004,Loan,Active,1/29/2026,INR
ACC000517,TITK94038955465653,CUST00944,BR0013,PRD001,Savings,Active,5/15/2023,INR
ACC000518,CPBQ73002102736632,CUST00829,BR0018,PRD006,Credit Card,Active,11/16/2018,INR
ACC000519,LXMV73223487493916,CUST00991,BR0018,PRD002,Savings,Dormant,9/12/2021,INR
ACC000520,VMAZ19109048866073,CUST00627,BR0003,PRD008,Current,Active,2/21/2023,INR
ACC000521,XENJ47893785954176,CUST00227,BR0010,PRD003,Credit Card,Active,7/28/2024,INR
ACC000522,ZBZT09371645810457,CUST00655,BR0007,PRD009,Loan,Active,7/15/2022,INR
ACC000523,HWIN69447338780528,CUST00580,BR0024,PRD010,Loan,Dormant,5/31/2024,INR
ACC000524,SAVK66518378477198,CUST00107,BR0024,PRD008,Savings,Active,8/31/2025,INR
ACC000525,YRQH74345096859380,CUST00960,BR0024,PRD006,Savings,Active,5/19/2023,INR
ACC000526,MFXK02308996469243,CUST00509,BR0012,PRD003,Loan,Active,10/15/2022,INR
ACC000527,JYHL48695212156038,CUST00145,BR0007,PRD007,Credit Card,Active,10/23/2021,INR
ACC000528,OCAQ80354694660490,CUST00340,BR0014,PRD008,Savings,Active,9/2/2022,INR
ACC000529,GPMI74769116122150,CUST00764,BR0021,PRD008,Credit Card,Active,5/15/2023,INR
ACC000530,YHXS65586819004158,CUST00080,BR0017,PRD003,Loan,Active,6/1/2020,INR
ACC000531,THGG52866013855002,CUST00244,BR0005,PRD003,Credit Card,Active,3/3/2025,INR
ACC000532,SKZP38010124571815,CUST00356,BR0006,PRD004,Loan,Dormant,4/13/2019,INR
ACC000533,RBMX19499913650551,CUST00328,BR0006,PRD004,Credit Card,Active,1/16/2022,INR
ACC000534,SDVX93968718671708,CUST00172,BR0008,PRD001,Current,Closed,1/1/2023,INR
ACC000535,AUJT29328507196129,CUST00652,BR0020,PRD007,Credit Card,Active,2/7/2026,INR
ACC000536,HGEC34952209400371,CUST00907,BR0009,PRD001,Loan,Active,4/13/2019,INR
ACC000537,PPLQ85627480661126,CUST00987,BR0007,PRD005,Credit Card,Active,6/25/2019,INR
ACC000538,ZXEX03069516571211,CUST00091,BR0004,PRD007,Current,Active,4/29/2022,INR
ACC000539,RNBU18112399330255,CUST00842,BR0006,PRD004,Savings,Dormant,1/5/2022,INR
ACC000540,SXQY79206231459688,CUST00726,BR0022,PRD004,Credit Card,Active,6/24/2021,INR
ACC000541,WTDA96196804505211,CUST00687,BR0019,PRD004,Loan,Dormant,3/18/2026,INR
ACC000542,EYBG60816418044608,CUST00655,BR0002,PRD002,Current,Active,6/6/2026,INR
ACC000543,WCWT71408346954495,CUST00747,BR0025,PRD003,Savings,Dormant,10/17/2024,INR
ACC000544,AMAS58062745669839,CUST00908,BR0018,PRD008,Credit Card,Active,9/30/2020,INR
ACC000545,URLS07429414290495,CUST00344,BR0015,PRD010,Savings,Active,1/28/2025,INR
ACC000546,OUON25384766919530,CUST00458,BR0021,PRD008,Credit Card,Active,3/23/2021,INR
ACC000547,DMJP28617468590262,CUST00012,BR0018,PRD006,Credit Card,Active,6/7/2025,INR
ACC000548,TZOM11662866034982,CUST00272,BR0003,PRD008,Savings,Active,5/19/2024,INR
ACC000549,IZMR96701656277402,CUST00215,BR0010,PRD004,Savings,Active,5/17/2019,INR
ACC000550,CLPE31252423525600,CUST00256,BR0022,PRD007,Current,Active,1/7/2025,INR
ACC000551,QKXQ94961721505205,CUST00710,BR0003,PRD007,Credit Card,Active,5/6/2021,INR
ACC000552,XHKG13184560599342,CUST00070,BR0009,PRD001,Credit Card,Closed,12/23/2025,INR
ACC000553,HEEX10912944314140,CUST00359,BR0004,PRD010,Savings,Active,5/6/2025,INR
ACC000554,ZRZP83437798240211,CUST00263,BR0007,PRD007,Current,Dormant,8/11/2025,INR
ACC000555,NQEH13799818100962,CUST00806,BR0024,PRD006,Savings,Active,6/15/2023,INR
ACC000556,JFNL78963558774526,CUST00111,BR0019,PRD007,Loan,Active,12/15/2018,INR
ACC000557,GYWJ88823725442253,CUST00738,BR0016,PRD010,Current,Active,10/20/2022,INR
ACC000558,KDCO88280503455388,CUST00002,BR0011,PRD010,Loan,Active,1/20/2025,INR
ACC000559,FQPF04767666082887,CUST00050,BR0012,PRD010,Current,Active,8/28/2021,INR
ACC000560,JKWW87120753136859,CUST00396,BR0005,PRD009,Credit Card,Active,9/20/2025,INR
ACC000561,GDLY26210741443010,CUST00449,BR0022,PRD009,Savings,Active,1/13/2026,INR
